id,fecha,modulo,descripcion,rol_usuario,sede,caracteristica_iso,rnf_relacionado,justificacion
1980,2025-09-07,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Manta,Libertad de Riesgo,RNF-03 (Errores de Facturación),El no reconocimiento de convenios de aseguradoras genera fricción de cobro y riesgo de pérdidas económicas por servicios no cubiertos correctamente.
1981,2025-09-08,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Quito,Cobertura de Contexto,Flexibilidad de Dispositivo,El sistema presenta limitaciones de portabilidad y compatibilidad al operar en el contexto físico específico de tablets para adjuntar imágenes de heridas.
1982,2025-09-09,Imagenologia,Tiempo de carga de estudios de imagen supera los 24s,Radiologo,Guayaquil,Eficiencia,Eficiencia Operativa,La lentitud en la carga y transferencia de archivos DICOM pesados degrada la eficiencia del flujo de trabajo clínico en imagenología.
1983,2025-09-10,Portal Citas,Tiempo de espera en el portal supera los 26s en horas pico,Paciente,Cuenca,Eficiencia,Eficiencia Operativa,"El sistema presenta tiempos de respuesta elevados que consumen recursos de tiempo innecesarios, degradando la eficiencia del usuario en sus tareas."
1984,2025-09-11,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Ambato,Efectividad,Integración de Datos,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
1985,2025-09-12,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Tecnico Laboratorio,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Laboratorio que impide al usuario completar sus tareas de manera precisa y completa.
1986,2025-09-13,Reportes Gerenciales,El reporte de ocupacion hospitalaria no se actualiza automaticamente,Gerencia,Quito,Efectividad,Funcionalidad,Inconsistencia en la actualización de datos que impide la visualización correcta de información operativa reciente.
1987,2025-09-14,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Radiologo,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
1988,2025-09-15,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
1989,2025-09-16,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Ambato,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
1990,2025-09-17,Portal Citas,Usuario no logra agendar tras 2 intentos,Paciente,Manta,Satisfacción,RNF-02 (Pasos del Portal),"Incapacidad del usuario de lograr su meta tras múltiples intentos, violando el RNF-02 y provocando un alto nivel de frustración."
1991,2025-09-18,HCE,Tiempo de carga de la ficha clinica supera los 13s en horas pico,Medico,Quito,Eficiencia,Eficiencia Operativa,La latencia en horas pico para abrir la ficha clínica perjudica la productividad del médico durante la consulta.
1992,2025-09-19,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
1993,2025-09-20,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
1994,2025-09-21,Portal Citas,Usuario no logra agendar tras 4 intentos,Paciente,Ambato,Satisfacción,RNF-02 (Pasos del Portal),"Incapacidad del usuario de lograr su meta tras múltiples intentos, violando el RNF-02 y provocando un alto nivel de frustración."
1995,2025-09-22,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Paciente,Manta,Cobertura de Contexto,Portabilidad,"Falla de adaptabilidad de la interfaz en el contexto de dispositivos móviles, impidiendo confirmar citas desde pantallas de formatos pequeños."
1996,2025-09-23,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Quito,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Fallas en la aplicación de notas de crédito o reembolsos que distorsionan los estados de cuenta, arriesgando multas tributarias e inconformidad legal."
1997,2025-09-24,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
1998,2025-09-25,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Cuenca,Libertad de Riesgo,Seguridad Clínica,"Riesgo de seguridad clínica debido a la fragmentación de la información de salud del paciente, lo que puede inducir a diagnósticos y tratamientos erróneos."
1999,2025-09-26,Telemedicina,Videollamada se corta a los 3 minutos,Paciente,Ambato,Cobertura de Contexto,RNF-05 (Disponibilidad de llamada),"Falta de resiliencia del canal de comunicación ante variaciones en la conectividad del usuario, interrumpiendo la sesión de teleconsulta en producción."
2000,2025-09-27,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Manta,Libertad de Riesgo,Seguridad Clínica,"Riesgo de seguridad clínica debido a la fragmentación de la información de salud del paciente, lo que puede inducir a diagnósticos y tratamientos erróneos."
2001,2025-09-28,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Quito,Libertad de Riesgo,RNF-03 (Errores de Facturación),Inconsistencia financiera en los cobros o transacciones del sistema que infringe las normativas contables y expone al hospital a pérdidas económicas.
2002,2025-09-29,Portal Citas,Usuario no logra agendar tras 2 intentos,Paciente,Guayaquil,Satisfacción,RNF-02 (Pasos del Portal),"Incapacidad del usuario de lograr su meta tras múltiples intentos, violando el RNF-02 y provocando un alto nivel de frustración."
2003,2025-09-30,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Paciente,Cuenca,Satisfacción,RNF-05 (Disponibilidad de llamada),Mala experiencia sensorial e interactiva durante la teleconsulta que impacta el RNF-05 y la percepción de calidad del servicio.
2004,2025-10-01,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
2005,2025-10-02,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Paciente,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
2006,2025-10-03,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Radiologo,Quito,Satisfacción,Usabilidad,Degradación visual que afecta la comodidad y confianza de los médicos al visualizar estudios clínicos desde la app móvil.
2007,2025-10-04,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Guayaquil,Libertad de Riesgo,RNF-03 (Errores de Facturación),"Doble agendamiento de un mismo cupo que genera sobreventa de citas, colapso de agenda de especialistas y multas o insatisfacción comercial."
2008,2025-10-05,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Facturacion que impide al usuario completar sus tareas de manera precisa y completa.
2009,2025-10-06,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
2010,2025-10-07,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Paciente,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
2011,2025-10-08,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Paciente,Quito,Satisfacción,Usabilidad,"Mala experiencia de usuario que interrumpe de forma prematura el proceso de compra/agendamiento, forzando a repetir pasos."
2012,2025-10-09,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Paciente,Guayaquil,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Portal Citas que impide al usuario completar sus tareas de manera precisa y completa.
2013,2025-10-10,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Cuenca,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Farmacia que impide al usuario completar sus tareas de manera precisa y completa.
2014,2025-10-11,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo App Movil que impide al usuario completar sus tareas de manera precisa y completa.
2015,2025-10-12,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2016,2025-10-13,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Quito,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
2017,2025-10-14,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Guayaquil,Satisfacción,RNF-02 (Pasos del Portal),"Diseño de interfaz de usuario confuso que provoca el abandono del registro, afectando la métrica de satisfacción y facilidad de uso percibida."
2018,2025-10-15,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Cuenca,Satisfacción,RNF-02 (Pasos del Portal),"Diseño de interfaz de usuario confuso que provoca el abandono del registro, afectando la métrica de satisfacción y facilidad de uso percibida."
2019,2025-10-16,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Radiologo,Ambato,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Imagenologia que impide al usuario completar sus tareas de manera precisa y completa.
2020,2025-10-17,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Manta,Libertad de Riesgo,RNF-03 (Errores de Facturación),El no reconocimiento de convenios de aseguradoras genera fricción de cobro y riesgo de pérdidas económicas por servicios no cubiertos correctamente.
2021,2025-10-18,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Quito,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo HCE que impide al usuario completar sus tareas de manera precisa y completa.
2022,2025-10-19,Telemedicina,El chat de la consulta no permite enviar imagenes,Paciente,Guayaquil,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
2023,2025-10-20,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Cuenca,Libertad de Riesgo,RNF-03 (Errores de Facturación),Inconsistencia financiera en los cobros o transacciones del sistema que infringe las normativas contables y expone al hospital a pérdidas económicas.
2024,2025-10-21,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Paciente,Ambato,Satisfacción,RNF-05 (Disponibilidad de llamada),Mala experiencia sensorial e interactiva durante la teleconsulta que impacta el RNF-05 y la percepción de calidad del servicio.
2025,2025-10-22,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Paciente,Manta,Efectividad,Funcionalidad,Falla de funcionalidad en el módulo Telemedicina que impide al usuario completar sus tareas de manera precisa y completa.
2026,2025-10-23,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Quito,Libertad de Riesgo,Seguridad Clínica,"Riesgo extremo de salud para el paciente al guardar dosis farmacológicas erróneas en la receta electrónica, pudiendo causar sobredosis o inefectividad clínica."
2027,2025-10-24,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Guayaquil,Efectividad,Funcionalidad,Restricción de funcionalidad que impide al usuario realizar una acción requerida para completar su tarea.
2028,2025-10-25,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Cuenca,Libertad de Riesgo,Seguridad Clínica,"Riesgo extremo de salud para el paciente al guardar dosis farmacológicas erróneas en la receta electrónica, pudiendo causar sobredosis o inefectividad clínica."
